id,name,host_id,host_name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews
4412,Cozy Apt,1138,Alice,Neighbourhood C,Shared room,340,10,283
4413,Luxury Villa,1847,Bob,Neighbourhood C,Hotel room,377,25,5
4414,Beach House,1230,Charlie,Neighbourhood D,Private room,472,5,188
4415,Luxury Villa,1238,Elon,Neighbourhood D,Entire home/apt,208,20,218
4416,Shared Dorm,1983,Diana,Neighbourhood A,Shared room,117,28,172
4417,Beach House,1252,Diana,Neighbourhood A,Entire home/apt,466,21,92
4418,Shared Dorm,1980,Alice,Neighbourhood D,Hotel room,494,11,11
4419,Beach House,1435,Alice,Neighbourhood B,Hotel room,294,29,162
4420,City Conda,1918,Bob,Neighbourhood B,Entire home/apt,251,5,4
4421,Luxury Villa,1560,Diana,Neighbourhood A,Private room,32,5,65
4422,Cozy Apt,1421,Charlie,Neighbourhood A,Hotel room,147,17,202
4423,Beach House,1302,Alice,Neighbourhood D,Private room,165,21,192
4424,Beach House,1071,Diana,Neighbourhood B,Entire home/apt,495,5,65
4425,Shared Dorm,1262,Elon,Neighbourhood D,Private room,216,1,168
4426,City Conda,1833,Bob,Neighbourhood A,Hotel room,59,13,154
4427,Shared Dorm,1221,Alice,Neighbourhood C,Entire home/apt,96,4,75
4428,Shared Dorm,1076,Alice,Neighbourhood C,Private room,340,8,260
4429,City Conda,1061,Charlie,Neighbourhood C,Private room,447,20,132
4430,Cozy Apt,1470,Alice,Neighbourhood D,Shared room,408,23,140
4431,Shared Dorm,1156,Diana,Neighbourhood B,Hotel room,328,6,136
4432,Shared Dorm,1805,Diana,Neighbourhood A,Shared room,441,15,175
4433,Beach House,1124,Diana,Neighbourhood B,Private room,450,15,287
4434,City Conda,1740,Elon,Neighbourhood B,Hotel room,246,21,35
4435,Luxury Villa,1851,Elon,Neighbourhood A,Entire home/apt,187,16,142
4436,Cozy Apt,1160,Alice,Neighbourhood B,Entire home/apt,100,9,136
4437,Cozy Apt,1540,Elon,Neighbourhood C,Entire home/apt,347,29,15
4438,City Conda,1625,Elon,Neighbourhood A,Private room,139,24,249
4439,Beach House,1590,Charlie,Neighbourhood C,Private room,314,5,5
4440,Beach House,1534,Elon,Neighbourhood D,Entire home/apt,400,26,71
4441,City Conda,1105,Bob,Neighbourhood C,Shared room,287,23,160
4442,Beach House,1130,Bob,Neighbourhood D,Shared room,119,16,223
4443,Cozy Apt,1356,Bob,Neighbourhood D,Hotel room,390,27,35
4444,Cozy Apt,1988,Alice,Neighbourhood A,Hotel room,86,25,33
4445,Luxury Villa,1684,Diana,Neighbourhood C,Entire home/apt,470,7,12
4446,City Conda,1775,Charlie,Neighbourhood C,Private room,327,3,201
4447,Shared Dorm,1853,Alice,Neighbourhood C,Private room,78,10,56
4448,Shared Dorm,1884,Diana,Neighbourhood A,Hotel room,214,27,6
4449,Luxury Villa,1796,Charlie,Neighbourhood D,Entire home/apt,228,16,110
4450,Luxury Villa,1001,Charlie,Neighbourhood D,Hotel room,47,21,115
4451,Beach House,1232,Charlie,Neighbourhood D,Shared room,227,12,258
4452,Luxury Villa,1368,Bob,Neighbourhood A,Entire home/apt,261,9,154
4453,Luxury Villa,1250,Bob,Neighbourhood A,Entire home/apt,56,16,205
4454,Shared Dorm,1945,Bob,Neighbourhood B,Entire home/apt,147,9,93
4455,Beach House,1832,Charlie,Neighbourhood C,Shared room,83,24,191
4456,Luxury Villa,1107,Charlie,Neighbourhood D,Entire home/apt,181,29,289
4457,Luxury Villa,1275,Bob,Neighbourhood B,Hotel room,254,22,278
4458,Beach House,1179,Charlie,Neighbourhood B,Shared room,191,23,47
4459,City Conda,1724,Bob,Neighbourhood C,Private room,179,7,54
4460,Beach House,1292,Bob,Neighbourhood A,Hotel room,245,11,16
4461,Shared Dorm,1583,Bob,Neighbourhood B,Hotel room,348,17,61
4462,City Conda,1794,Diana,Neighbourhood A,Hotel room,449,24,124
4463,Cozy Apt,1174,Charlie,Neighbourhood A,Shared room,377,22,236
4464,Beach House,1122,Alice,Neighbourhood C,Hotel room,369,23,60
4465,Shared Dorm,1226,Bob,Neighbourhood B,Shared room,346,10,43
4466,City Conda,1901,Alice,Neighbourhood D,Entire home/apt,367,15,127
4467,Beach House,1443,Diana,Neighbourhood B,Private room,71,10,258
4468,Luxury Villa,1812,Charlie,Neighbourhood D,Entire home/apt,381,27,200
4469,Beach House,1427,Bob,Neighbourhood D,Hotel room,190,2,111
4470,Cozy Apt,1082,Bob,Neighbourhood A,Shared room,103,16,142
4471,Beach House,1764,Bob,Neighbourhood D,Shared room,422,7,206
4472,City Conda,1657,Alice,Neighbourhood C,Entire home/apt,404,24,139
4473,City Conda,1631,Diana,Neighbourhood B,Hotel room,54,28,226
4474,Beach House,1064,Charlie,Neighbourhood A,Private room,426,21,135
4475,City Conda,1280,Diana,Neighbourhood A,Shared room,332,15,289
4476,Luxury Villa,1794,Bob,Neighbourhood D,Shared room,271,17,199
4477,Beach House,1390,Diana,Neighbourhood A,Hotel room,407,22,277
4478,Luxury Villa,1427,Alice,Neighbourhood C,Shared room,202,13,139
4479,Luxury Villa,1617,Elon,Neighbourhood C,Hotel room,418,19,149
4480,Shared Dorm,1924,Elon,Neighbourhood A,Hotel room,316,21,90
4481,Beach House,1990,Charlie,Neighbourhood A,Private room,188,25,185
4482,City Conda,1811,Charlie,Neighbourhood C,Hotel room,383,23,81
4483,Luxury Villa,1106,Diana,Neighbourhood D,Entire home/apt,247,8,18
4484,Shared Dorm,1547,Charlie,Neighbourhood A,Private room,484,22,132
4485,Beach House,1658,Alice,Neighbourhood D,Hotel room,454,9,271
4486,Beach House,1261,Bob,Neighbourhood A,Hotel room,144,19,168
4487,Cozy Apt,1920,Bob,Neighbourhood C,Private room,459,17,18
4488,Cozy Apt,1158,Diana,Neighbourhood A,Shared room,270,10,252
4489,Luxury Villa,1264,Bob,Neighbourhood A,Private room,337,14,192
4490,Cozy Apt,1467,Diana,Neighbourhood A,Shared room,241,29,277
4491,Luxury Villa,1201,Charlie,Neighbourhood C,Private room,392,28,144
4492,City Conda,1932,Charlie,Neighbourhood C,Private room,115,28,34
4493,Luxury Villa,1154,Alice,Neighbourhood C,Entire home/apt,162,12,166
4494,Cozy Apt,1012,Bob,Neighbourhood B,Private room,297,27,243
4495,City Conda,1296,Alice,Neighbourhood B,Entire home/apt,306,20,72
4496,Cozy Apt,1895,Elon,Neighbourhood B,Hotel room,294,24,132
4497,Luxury Villa,1833,Alice,Neighbourhood B,Shared room,122,22,72
4498,Shared Dorm,1497,Diana,Neighbourhood C,Shared room,120,7,114
4499,Beach House,1596,Diana,Neighbourhood A,Entire home/apt,174,29,266
4500,Cozy Apt,1992,Alice,Neighbourhood C,Shared room,389,9,109
4501,Luxury Villa,1791,Charlie,Neighbourhood B,Shared room,181,18,167
4502,City Conda,1244,Elon,Neighbourhood D,Private room,184,7,215
4503,Cozy Apt,1299,Alice,Neighbourhood D,Entire home/apt,165,28,96
4504,Cozy Apt,1361,Charlie,Neighbourhood C,Shared room,282,4,79
4505,Beach House,1353,Alice,Neighbourhood A,Hotel room,457,23,216
4506,Luxury Villa,1827,Bob,Neighbourhood B,Entire home/apt,347,8,185
4507,Shared Dorm,1520,Diana,Neighbourhood A,Private room,58,28,63
4508,City Conda,1385,Bob,Neighbourhood A,Hotel room,112,18,66
4509,Luxury Villa,1758,Bob,Neighbourhood A,Shared room,359,29,95
4510,City Conda,1311,Elon,Neighbourhood B,Shared room,437,15,33
4511,Cozy Apt,1413,Charlie,Neighbourhood C,Entire home/apt,63,7,233
4512,Beach House,1277,Diana,Neighbourhood B,Shared room,345,8,162
4513,Beach House,1749,Bob,Neighbourhood B,Entire home/apt,133,28,156
4514,Shared Dorm,1714,Diana,Neighbourhood C,Shared room,444,1,280
4515,Beach House,1758,Charlie,Neighbourhood C,Hotel room,400,11,27
4516,Cozy Apt,1746,Alice,Neighbourhood C,Private room,417,10,68
4517,Shared Dorm,1592,Bob,Neighbourhood D,Hotel room,262,5,229
4518,Luxury Villa,1355,Charlie,Neighbourhood D,Private room,266,25,136
4519,Beach House,1524,Diana,Neighbourhood C,Entire home/apt,252,2,111
4520,Shared Dorm,1838,Charlie,Neighbourhood A,Shared room,422,22,298
4521,Cozy Apt,1015,Alice,Neighbourhood D,Hotel room,119,2,24
4522,City Conda,1992,Charlie,Neighbourhood B,Shared room,362,19,93
4523,City Conda,1044,Diana,Neighbourhood B,Entire home/apt,406,16,65
4524,Cozy Apt,1320,Bob,Neighbourhood D,Private room,269,11,16
4525,Cozy Apt,1650,Bob,Neighbourhood B,Hotel room,247,14,108
4526,City Conda,1325,Elon,Neighbourhood C,Private room,211,22,277
4527,Shared Dorm,1147,Diana,Neighbourhood B,Private room,286,5,9
4528,City Conda,1354,Elon,Neighbourhood D,Entire home/apt,261,4,140
4529,Cozy Apt,1235,Elon,Neighbourhood A,Private room,218,23,297
4530,Beach House,1702,Alice,Neighbourhood B,Entire home/apt,358,19,27
4531,Luxury Villa,1612,Diana,Neighbourhood B,Private room,444,29,99
4532,Beach House,1104,Bob,Neighbourhood A,Private room,373,10,186
4533,Beach House,1473,Diana,Neighbourhood D,Hotel room,284,23,266
4534,Cozy Apt,1761,Alice,Neighbourhood A,Entire home/apt,74,28,207
4535,City Conda,1395,Diana,Neighbourhood B,Shared room,345,9,260
4536,Shared Dorm,1445,Diana,Neighbourhood D,Shared room,115,18,68
4537,Beach House,1605,Elon,Neighbourhood C,Shared room,230,5,37
4538,City Conda,1219,Diana,Neighbourhood D,Hotel room,388,17,65
4539,Shared Dorm,1986,Elon,Neighbourhood D,Hotel room,372,23,234
4540,Beach House,1809,Elon,Neighbourhood C,Private room,241,18,63
4541,Shared Dorm,1850,Charlie,Neighbourhood D,Private room,148,27,234
4542,City Conda,1964,Alice,Neighbourhood B,Shared room,327,21,152
4543,Luxury Villa,1441,Elon,Neighbourhood B,Private room,498,1,179
4544,City Conda,1644,Diana,Neighbourhood B,Private room,184,14,165
4545,Cozy Apt,1872,Elon,Neighbourhood B,Hotel room,215,27,274
4546,Shared Dorm,1666,Elon,Neighbourhood C,Shared room,226,14,98
4547,Luxury Villa,1027,Elon,Neighbourhood B,Entire home/apt,366,14,24
4548,Shared Dorm,1793,Bob,Neighbourhood D,Shared room,230,1,72
4549,Shared Dorm,1474,Bob,Neighbourhood A,Hotel room,447,4,34
4550,Beach House,1627,Bob,Neighbourhood C,Shared room,295,23,142
4551,Cozy Apt,1304,Bob,Neighbourhood C,Entire home/apt,408,7,213
4552,Shared Dorm,1745,Charlie,Neighbourhood A,Private room,265,24,204
4553,City Conda,1404,Elon,Neighbourhood B,Shared room,223,12,216
4554,City Conda,1512,Charlie,Neighbourhood B,Hotel room,396,13,231
4555,Beach House,1501,Diana,Neighbourhood D,Hotel room,54,25,85
4556,Cozy Apt,1347,Alice,Neighbourhood B,Shared room,288,15,168
4557,Cozy Apt,1239,Charlie,Neighbourhood B,Private room,447,20,124
4558,City Conda,1569,Bob,Neighbourhood D,Private room,100,2,235
4559,Luxury Villa,1846,Bob,Neighbourhood B,Hotel room,57,26,144
4560,Beach House,1694,Diana,Neighbourhood A,Hotel room,422,28,104
4561,Beach House,1336,Elon,Neighbourhood B,Entire home/apt,40,14,263
4562,City Conda,1025,Alice,Neighbourhood A,Private room,378,12,133
4563,City Conda,1979,Charlie,Neighbourhood A,Shared room,147,13,8
4564,Luxury Villa,1408,Elon,Neighbourhood A,Hotel room,409,14,14
4565,Luxury Villa,1076,Elon,Neighbourhood B,Hotel room,237,29,63
4566,Cozy Apt,1928,Charlie,Neighbourhood B,Hotel room,452,26,177
4567,Beach House,1216,Charlie,Neighbourhood C,Hotel room,122,3,123
4568,Beach House,1327,Charlie,Neighbourhood D,Private room,170,25,10
4569,City Conda,1836,Charlie,Neighbourhood D,Hotel room,384,27,94
4570,Cozy Apt,1773,Bob,Neighbourhood C,Private room,40,13,119
4571,Beach House,1022,Elon,Neighbourhood A,Entire home/apt,320,8,245
4572,Cozy Apt,1755,Elon,Neighbourhood D,Entire home/apt,268,16,76
4573,Cozy Apt,1669,Bob,Neighbourhood C,Shared room,293,6,93
4574,City Conda,1717,Elon,Neighbourhood A,Hotel room,292,11,152
4575,Cozy Apt,1309,Charlie,Neighbourhood C,Shared room,98,29,239
4576,Luxury Villa,1598,Alice,Neighbourhood B,Private room,99,15,139
4577,Luxury Villa,1266,Elon,Neighbourhood B,Shared room,214,19,84
4578,Shared Dorm,1414,Alice,Neighbourhood A,Shared room,400,26,215
4579,City Conda,1645,Alice,Neighbourhood A,Hotel room,153,24,281
4580,Shared Dorm,1266,Bob,Neighbourhood B,Private room,448,29,292
4581,Luxury Villa,1332,Diana,Neighbourhood D,Private room,251,2,240
4582,Shared Dorm,1779,Elon,Neighbourhood D,Hotel room,40,11,22
4583,City Conda,1449,Bob,Neighbourhood B,Private room,195,20,44
4584,City Conda,1564,Bob,Neighbourhood D,Entire home/apt,120,20,73
4585,Cozy Apt,1610,Alice,Neighbourhood B,Hotel room,277,9,101
4586,Beach House,1246,Elon,Neighbourhood C,Hotel room,370,24,283
4587,Cozy Apt,1035,Bob,Neighbourhood C,Hotel room,491,23,71
4588,City Conda,1400,Charlie,Neighbourhood C,Entire home/apt,334,4,40
4589,Luxury Villa,1027,Bob,Neighbourhood D,Private room,320,23,278
4590,Luxury Villa,1219,Charlie,Neighbourhood C,Entire home/apt,186,17,211
4591,Cozy Apt,1405,Diana,Neighbourhood A,Entire home/apt,117,27,159
4592,City Conda,1613,Charlie,Neighbourhood A,Entire home/apt,257,24,86
4593,Luxury Villa,1774,Charlie,Neighbourhood C,Shared room,454,8,6
4594,City Conda,1270,Alice,Neighbourhood A,Private room,394,25,182
4595,Luxury Villa,1735,Bob,Neighbourhood C,Private room,163,25,298
4596,City Conda,1650,Diana,Neighbourhood C,Hotel room,295,16,13
4597,Shared Dorm,1791,Bob,Neighbourhood B,Hotel room,113,1,99
4598,City Conda,1510,Charlie,Neighbourhood C,Shared room,241,10,243
4599,City Conda,1962,Charlie,Neighbourhood A,Entire home/apt,247,7,168
4600,Cozy Apt,1285,Bob,Neighbourhood D,Hotel room,370,15,231
4601,Shared Dorm,1453,Diana,Neighbourhood C,Private room,266,1,110
4602,Beach House,1761,Diana,Neighbourhood B,Hotel room,180,22,101
4603,Cozy Apt,1833,Alice,Neighbourhood A,Entire home/apt,203,16,216
4604,Beach House,1316,Charlie,Neighbourhood B,Shared room,169,21,239
4605,Luxury Villa,1589,Charlie,Neighbourhood C,Entire home/apt,84,27,239
4606,Beach House,1296,Alice,Neighbourhood C,Hotel room,170,2,220
4607,City Conda,1337,Bob,Neighbourhood C,Shared room,103,29,269
4608,Beach House,1306,Charlie,Neighbourhood C,Shared room,164,3,27
4609,Cozy Apt,1427,Bob,Neighbourhood A,Entire home/apt,425,15,285
4610,Cozy Apt,1350,Diana,Neighbourhood D,Hotel room,346,24,53
4611,Beach House,1510,Elon,Neighbourhood C,Entire home/apt,438,18,212
4612,Cozy Apt,1524,Alice,Neighbourhood B,Hotel room,159,15,119
4613,Cozy Apt,1857,Charlie,Neighbourhood A,Hotel room,261,27,74
4614,Beach House,1491,Alice,Neighbourhood A,Private room,55,4,69
4615,Shared Dorm,1907,Diana,Neighbourhood A,Shared room,464,3,232
4616,Shared Dorm,1593,Diana,Neighbourhood B,Hotel room,98,28,270
4617,Luxury Villa,1008,Diana,Neighbourhood D,Entire home/apt,91,7,131
4618,Cozy Apt,1496,Diana,Neighbourhood B,Entire home/apt,229,24,97
4619,Beach House,1724,Elon,Neighbourhood B,Private room,486,20,101
4620,Cozy Apt,1559,Bob,Neighbourhood B,Private room,196,22,166
4621,City Conda,1560,Bob,Neighbourhood C,Private room,497,19,104
4622,Cozy Apt,1820,Elon,Neighbourhood C,Shared room,145,23,85
4623,Cozy Apt,1439,Bob,Neighbourhood B,Private room,400,8,36
4624,Shared Dorm,1551,Diana,Neighbourhood B,Shared room,168,7,159
4625,Beach House,1874,Bob,Neighbourhood C,Private room,261,4,122
4626,Cozy Apt,1791,Alice,Neighbourhood C,Shared room,477,10,131
4627,Shared Dorm,1737,Bob,Neighbourhood D,Hotel room,243,28,265
4628,Luxury Villa,1967,Alice,Neighbourhood B,Private room,237,25,282
4629,Shared Dorm,1107,Charlie,Neighbourhood A,Shared room,131,10,260
4630,Shared Dorm,1244,Alice,Neighbourhood D,Hotel room,327,15,188
4631,Shared Dorm,1254,Alice,Neighbourhood A,Private room,39,24,30
4632,Cozy Apt,1032,Diana,Neighbourhood D,Hotel room,152,22,274
4633,Cozy Apt,1022,Diana,Neighbourhood B,Private room,304,18,131
4634,Luxury Villa,1844,Diana,Neighbourhood A,Entire home/apt,33,10,175
4635,City Conda,1565,Alice,Neighbourhood C,Shared room,496,23,48
4636,City Conda,1820,Elon,Neighbourhood D,Entire home/apt,288,9,171
4637,City Conda,1048,Diana,Neighbourhood A,Shared room,238,25,5
4638,Luxury Villa,1461,Diana,Neighbourhood D,Entire home/apt,427,25,75
4639,City Conda,1589,Alice,Neighbourhood B,Private room,295,9,203
4640,City Conda,1335,Charlie,Neighbourhood A,Entire home/apt,291,22,209
4641,Shared Dorm,1944,Charlie,Neighbourhood A,Private room,316,16,35
4642,Cozy Apt,1357,Bob,Neighbourhood A,Shared room,60,17,280
4643,Cozy Apt,1121,Charlie,Neighbourhood D,Private room,205,16,176
4644,Shared Dorm,1443,Diana,Neighbourhood C,Entire home/apt,38,6,54
4645,Shared Dorm,1358,Elon,Neighbourhood C,Hotel room,233,5,168
4646,Shared Dorm,1601,Bob,Neighbourhood C,Shared room,137,7,47
4647,Cozy Apt,1345,Elon,Neighbourhood B,Hotel room,153,13,103
4648,City Conda,1192,Elon,Neighbourhood A,Hotel room,267,8,2
4649,Shared Dorm,1415,Diana,Neighbourhood C,Hotel room,439,1,84
4650,Luxury Villa,1376,Alice,Neighbourhood C,Hotel room,159,10,172
4651,Shared Dorm,1462,Alice,Neighbourhood A,Hotel room,263,20,275
4652,Beach House,1755,Alice,Neighbourhood B,Entire home/apt,33,20,232
4653,Shared Dorm,1660,Charlie,Neighbourhood D,Private room,249,29,163
4654,Cozy Apt,1145,Alice,Neighbourhood D,Private room,291,1,59
4655,Shared Dorm,1477,Diana,Neighbourhood D,Hotel room,59,27,77
4656,Beach House,1827,Charlie,Neighbourhood A,Entire home/apt,468,20,17
4657,Luxury Villa,1889,Alice,Neighbourhood B,Hotel room,441,23,96
4658,City Conda,1652,Elon,Neighbourhood A,Hotel room,346,14,65
4659,Shared Dorm,1407,Diana,Neighbourhood D,Shared room,106,15,30
4660,Beach House,1285,Diana,Neighbourhood C,Entire home/apt,212,6,237
4661,Beach House,1897,Bob,Neighbourhood C,Hotel room,395,20,264
4662,Luxury Villa,1850,Diana,Neighbourhood C,Private room,321,2,147
4663,Cozy Apt,1110,Elon,Neighbourhood D,Shared room,487,28,147
4664,Shared Dorm,1619,Diana,Neighbourhood B,Hotel room,231,29,46
4665,Beach House,1878,Bob,Neighbourhood D,Hotel room,418,7,243
4666,Luxury Villa,1792,Diana,Neighbourhood A,Hotel room,186,24,256
4667,City Conda,1049,Diana,Neighbourhood B,Entire home/apt,129,25,82
4668,Beach House,1013,Bob,Neighbourhood C,Hotel room,425,25,141
4669,Luxury Villa,1133,Diana,Neighbourhood B,Private room,151,20,128
4670,Cozy Apt,1587,Charlie,Neighbourhood B,Shared room,435,19,9
4671,Cozy Apt,1595,Diana,Neighbourhood D,Entire home/apt,344,5,176
4672,Beach House,1342,Alice,Neighbourhood B,Shared room,139,22,209
4673,Beach House,1669,Alice,Neighbourhood D,Private room,196,28,41
4674,Shared Dorm,1285,Charlie,Neighbourhood A,Hotel room,159,29,123
4675,Luxury Villa,1933,Diana,Neighbourhood B,Entire home/apt,299,8,186
4676,Beach House,1313,Elon,Neighbourhood B,Hotel room,167,3,24
4677,Shared Dorm,1605,Diana,Neighbourhood B,Entire home/apt,205,13,163
4678,Shared Dorm,1296,Alice,Neighbourhood C,Hotel room,93,6,34
4679,Beach House,1605,Bob,Neighbourhood D,Private room,160,21,252
4680,Cozy Apt,1568,Charlie,Neighbourhood D,Private room,357,29,246
4681,Luxury Villa,1163,Bob,Neighbourhood C,Hotel room,217,23,9
4682,Luxury Villa,1831,Elon,Neighbourhood D,Private room,494,14,263
4683,Cozy Apt,1496,Diana,Neighbourhood A,Hotel room,481,25,104
4684,Beach House,1609,Elon,Neighbourhood C,Entire home/apt,306,7,219
4685,Luxury Villa,1015,Bob,Neighbourhood D,Private room,379,11,254
4686,Beach House,1343,Diana,Neighbourhood A,Entire home/apt,176,22,133
4687,Beach House,1077,Elon,Neighbourhood D,Hotel room,364,9,205
4688,Shared Dorm,1345,Alice,Neighbourhood C,Entire home/apt,49,10,123
4689,Cozy Apt,1071,Alice,Neighbourhood D,Shared room,343,20,215
4690,Beach House,1269,Charlie,Neighbourhood A,Hotel room,71,17,63
4691,City Conda,1286,Alice,Neighbourhood A,Private room,379,8,37
4692,Cozy Apt,1065,Alice,Neighbourhood A,Private room,423,22,247
4693,Luxury Villa,1879,Bob,Neighbourhood D,Shared room,436,6,152
4694,Shared Dorm,1067,Alice,Neighbourhood C,Hotel room,373,21,221
4695,Luxury Villa,1192,Alice,Neighbourhood D,Hotel room,169,26,257
4696,Luxury Villa,1054,Bob,Neighbourhood B,Hotel room,38,11,23
4697,Cozy Apt,1979,Alice,Neighbourhood C,Hotel room,108,3,66
4698,Luxury Villa,1378,Alice,Neighbourhood B,Entire home/apt,442,6,248
4699,Beach House,1973,Charlie,Neighbourhood D,Hotel room,367,17,234
4700,Luxury Villa,1167,Alice,Neighbourhood C,Entire home/apt,177,7,89
4701,Shared Dorm,1408,Alice,Neighbourhood B,Entire home/apt,222,6,93
4702,Shared Dorm,1507,Charlie,Neighbourhood D,Private room,288,21,188
4703,City Conda,1536,Bob,Neighbourhood C,Hotel room,165,13,136
4704,Shared Dorm,1642,Alice,Neighbourhood A,Entire home/apt,68,14,172
4705,Luxury Villa,1836,Elon,Neighbourhood A,Hotel room,349,19,15
4706,Shared Dorm,1101,Bob,Neighbourhood A,Shared room,316,8,231
4707,Cozy Apt,1885,Bob,Neighbourhood B,Entire home/apt,396,13,173
4708,Shared Dorm,1793,Alice,Neighbourhood B,Private room,485,20,100
4709,Beach House,1807,Charlie,Neighbourhood D,Hotel room,492,9,185
4710,Cozy Apt,1805,Bob,Neighbourhood A,Private room,408,25,29
4711,City Conda,1421,Charlie,Neighbourhood B,Entire home/apt,179,5,287
4712,Beach House,1963,Elon,Neighbourhood A,Entire home/apt,381,11,77
4713,Luxury Villa,1774,Charlie,Neighbourhood D,Private room,34,7,22
4714,Luxury Villa,1477,Diana,Neighbourhood C,Hotel room,265,6,16
4715,Luxury Villa,1925,Charlie,Neighbourhood B,Entire home/apt,265,12,121
4716,Beach House,1119,Bob,Neighbourhood B,Shared room,343,12,227
4717,Beach House,1914,Charlie,Neighbourhood C,Private room,486,6,174
4718,Beach House,1742,Charlie,Neighbourhood B,Entire home/apt,134,4,40
4719,Cozy Apt,1290,Diana,Neighbourhood D,Hotel room,236,26,14
4720,Cozy Apt,1487,Diana,Neighbourhood B,Entire home/apt,268,13,213
4721,Luxury Villa,1160,Alice,Neighbourhood B,Hotel room,348,12,90
4722,Shared Dorm,1672,Bob,Neighbourhood C,Hotel room,346,15,51
4723,Luxury Villa,1077,Alice,Neighbourhood D,Entire home/apt,81,8,56
4724,City Conda,1037,Diana,Neighbourhood A,Shared room,137,13,288
4725,Cozy Apt,1393,Charlie,Neighbourhood A,Hotel room,386,11,148
4726,Beach House,1440,Diana,Neighbourhood C,Private room,62,11,19
4727,Cozy Apt,1539,Elon,Neighbourhood D,Hotel room,51,11,100
4728,Beach House,1461,Charlie,Neighbourhood C,Hotel room,336,26,187
4729,City Conda,1611,Alice,Neighbourhood C,Shared room,40,19,32
4730,City Conda,1293,Charlie,Neighbourhood A,Hotel room,156,21,30
4731,Cozy Apt,1399,Elon,Neighbourhood D,Entire home/apt,471,17,161
4732,Beach House,1635,Diana,Neighbourhood D,Shared room,79,1,277
4733,City Conda,1916,Bob,Neighbourhood C,Hotel room,227,13,285
4734,Luxury Villa,1091,Bob,Neighbourhood A,Entire home/apt,46,25,4
4735,Luxury Villa,1766,Bob,Neighbourhood D,Entire home/apt,459,20,168
4736,Beach House,1608,Diana,Neighbourhood C,Hotel room,73,9,172
4737,Cozy Apt,1005,Bob,Neighbourhood B,Private room,214,23,214
4738,City Conda,1680,Elon,Neighbourhood A,Private room,418,26,116
4739,Cozy Apt,1894,Diana,Neighbourhood D,Hotel room,68,24,254
4740,Luxury Villa,1270,Bob,Neighbourhood D,Hotel room,471,11,268
4741,City Conda,1619,Alice,Neighbourhood D,Entire home/apt,166,9,251
4742,Cozy Apt,1898,Diana,Neighbourhood A,Hotel room,308,17,205
4743,Shared Dorm,1810,Diana,Neighbourhood C,Hotel room,460,7,208
4744,Beach House,1558,Charlie,Neighbourhood B,Entire home/apt,193,8,162
4745,Beach House,1098,Bob,Neighbourhood D,Hotel room,60,2,273
4746,Shared Dorm,1525,Alice,Neighbourhood A,Hotel room,369,14,139
4747,Luxury Villa,1193,Elon,Neighbourhood D,Hotel room,52,10,168
4748,City Conda,1156,Diana,Neighbourhood C,Entire home/apt,469,9,143
4749,Beach House,1899,Elon,Neighbourhood B,Hotel room,228,28,221
4750,Shared Dorm,1665,Elon,Neighbourhood D,Private room,203,1,268
4751,Shared Dorm,1114,Elon,Neighbourhood A,Hotel room,87,12,75
4752,Luxury Villa,1395,Charlie,Neighbourhood C,Private room,449,14,117
4753,Luxury Villa,1769,Elon,Neighbourhood B,Hotel room,225,19,97
4754,Cozy Apt,1656,Bob,Neighbourhood A,Entire home/apt,117,29,32
4755,Beach House,1802,Bob,Neighbourhood D,Private room,473,11,66
4756,Cozy Apt,1521,Alice,Neighbourhood A,Hotel room,171,9,5
4757,Shared Dorm,1879,Alice,Neighbourhood B,Hotel room,310,17,291
4758,City Conda,1213,Elon,Neighbourhood C,Hotel room,484,20,240
4759,City Conda,1744,Elon,Neighbourhood C,Hotel room,236,26,54
4760,Luxury Villa,1682,Charlie,Neighbourhood D,Entire home/apt,201,6,70
4761,City Conda,1532,Elon,Neighbourhood D,Shared room,331,6,93
4762,City Conda,1014,Elon,Neighbourhood D,Private room,426,20,142
4763,City Conda,1418,Elon,Neighbourhood D,Hotel room,347,10,21
4764,Shared Dorm,1367,Diana,Neighbourhood B,Entire home/apt,304,10,48
4765,City Conda,1637,Diana,Neighbourhood D,Shared room,425,26,135
4766,City Conda,1852,Charlie,Neighbourhood A,Entire home/apt,397,26,230
4767,City Conda,1852,Charlie,Neighbourhood B,Hotel room,375,17,99
4768,Cozy Apt,1212,Bob,Neighbourhood B,Shared room,77,21,292
4769,Shared Dorm,1699,Charlie,Neighbourhood D,Private room,190,14,199
4770,Luxury Villa,1683,Bob,Neighbourhood B,Private room,492,5,120
4771,Cozy Apt,1991,Elon,Neighbourhood A,Entire home/apt,194,3,226
4772,Beach House,1758,Charlie,Neighbourhood B,Private room,419,11,238
4773,Shared Dorm,1004,Charlie,Neighbourhood B,Private room,408,19,276
4774,Shared Dorm,1230,Charlie,Neighbourhood A,Shared room,246,20,100
4775,Beach House,1200,Bob,Neighbourhood A,Private room,146,19,186
4776,Beach House,1884,Bob,Neighbourhood B,Shared room,366,14,158
4777,Beach House,1401,Alice,Neighbourhood C,Shared room,456,15,5
4778,Luxury Villa,1148,Bob,Neighbourhood B,Shared room,280,3,169
4779,City Conda,1583,Bob,Neighbourhood A,Private room,385,3,179
4780,Shared Dorm,1491,Diana,Neighbourhood A,Entire home/apt,463,23,211
